latitude,longitude,bikes available,distance,name,categories,price,rating,category
20.59155,-100.39127,2,453.1832963278946,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,oaxacan
20.59155,-100.39127,2,453.1832963278946,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,yucatan
20.59155,-100.39127,2,54.32382311563847,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,bars
20.59155,-100.39127,2,54.32382311563847,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,mexican
20.59155,-100.39127,2,260.95069436688476,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,cafeteria
20.59155,-100.39127,2,260.95069436688476,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,breakfast_brunch
20.59155,-100.39127,2,260.95069436688476,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,french
20.59155,-100.39127,2,369.45834309679793,La Mariposa,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",2,3.5,cafeteria
20.59155,-100.39127,2,645.8676483279655,Cenaduria Blas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.59155,-100.39127,2,627.1666378881297,Portal de Santa Rosa,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,5.0,mexican
20.59155,-100.39127,2,41.156935759567254,El Portal,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,3.5,mexican
20.59155,-100.39127,2,192.333154322801,La Antojería,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,3.5,mexican
20.58334,-100.39102,4,886.2589358630131,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,oaxacan
20.58334,-100.39102,4,886.2589358630131,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,yucatan
20.58334,-100.39102,4,264.45152418181596,Tacos el Pata,"[{'alias': 'tacos', 'title': 'Tacos'}]",2,4.0,tacos
20.58334,-100.39102,4,910.0108233316374,Chinicuil,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,4.6,mexican
20.58334,-100.39102,4,952.2788469464875,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,bars
20.58334,-100.39102,4,952.2788469464875,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,seafood
20.58334,-100.39102,4,952.2788469464875,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,cajun
20.58334,-100.39102,4,701.0953862301028,Erlum,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,4.7,gastropubs
20.58334,-100.39102,4,1178.5205692710695,Las Monjas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.58334,-100.39102,4,984.9746168862546,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,mexican
20.58334,-100.39102,4,984.9746168862546,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,breakfast_brunch
20.58334,-100.39102,4,222.8577504800273,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,mexican
20.58334,-100.39102,4,222.8577504800273,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,diners
20.58334,-100.39102,4,222.8577504800273,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,steak
20.58334,-100.39102,4,822.9486878289572,Portal de Santa Rosa,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,5.0,mexican
20.58334,-100.39102,4,295.29228910511904,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,cafeteria
20.58334,-100.39102,4,295.29228910511904,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,mexican
20.58334,-100.39102,4,295.29228910511904,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,breakfast_brunch
20.58334,-100.39102,4,231.44676072425207,Wingstop,"[{'alias': 'tradamerican', 'title': 'American'}]",2,4.0,tradamerican
20.58334,-100.39102,4,944.3408800292225,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,bars
20.58334,-100.39102,4,944.3408800292225,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,mexican
20.58334,-100.39102,4,1139.978003127713,Las Delicias,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,5.0,mexican
20.58334,-100.39102,4,948.9386582343578,El Portal,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,3.5,mexican
20.58334,-100.39102,4,525.5307220829969,Toks,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}]",2,3.0,cafeteria
20.58334,-100.39102,4,525.5307220829969,Toks,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}]",2,3.0,mexican
20.58334,-100.39102,4,966.353397669079,Las Brisas,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,4.0,mexican
20.58334,-100.39102,4,1001.7164888776163,Restaurante Piix,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,3.6,mexican
20.58334,-100.39102,4,1042.9098297615167,Diktatur,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.2,gastropubs
20.58334,-100.39102,4,993.8552664935675,Gramlich,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",2,4.5,cafeteria
20.58334,-100.39102,4,957.2956441062153,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,tradamerican
20.58334,-100.39102,4,957.2956441062153,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,beerbar
20.58334,-100.39102,4,957.2956441062153,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,gastropubs
20.58673,-100.38761,6,754.0141736825706,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,oaxacan
20.58673,-100.38761,6,754.0141736825706,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,yucatan
20.58673,-100.38761,6,463.72724070473436,Chinicuil,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,4.6,mexican
20.58673,-100.38761,6,771.3907834673395,Di Vino,"[{'alias': 'italian', 'title': 'Italian'}]",3,4.5,italian
20.58673,-100.38761,6,696.6276237936872,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,international
20.58673,-100.38761,6,696.6276237936872,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,buffets
20.58673,-100.38761,6,696.6276237936872,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,mexican
20.58673,-100.38761,6,718.4408481879681,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,bars
20.58673,-100.38761,6,718.4408481879681,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,seafood
20.58673,-100.38761,6,718.4408481879681,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,cajun
20.58673,-100.38761,6,787.5945251984141,San Miguelito,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.4,mexican
20.58673,-100.38761,6,952.9261504943119,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,cafeteria
20.58673,-100.38761,6,952.9261504943119,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,coffee
20.58673,-100.38761,6,838.344583221247,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,mexican
20.58673,-100.38761,6,838.344583221247,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,breakfast_brunch
20.58673,-100.38761,6,710.6621656674048,Erlum,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,4.7,gastropubs
20.58673,-100.38761,6,685.8279209102354,Restaurante Bar 1810,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,3.6,mexican
20.58673,-100.38761,6,879.4688129426701,Alioli,"[{'alias': 'spanish', 'title': 'Spanish'}]",2,4.7,spanish
20.58673,-100.38761,6,675.349408432455,Tacos el Pata,"[{'alias': 'tacos', 'title': 'Tacos'}]",2,4.0,tacos
20.58673,-100.38761,6,687.0267552546289,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,cafeteria
20.58673,-100.38761,6,687.0267552546289,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,breakfast_brunch
20.58673,-100.38761,6,687.0267552546289,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,french
20.58673,-100.38761,6,817.7044576860496,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,oaxacan
20.58673,-100.38761,6,817.7044576860496,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,yucatan
20.58673,-100.38761,6,947.9690876034136,Portal de Santa Rosa,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,5.0,mexican
20.58673,-100.38761,6,901.7181708226673,Cenaduria Blas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.58673,-100.38761,6,707.9816274449838,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,bars
20.58673,-100.38761,6,707.9816274449838,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,mexican
20.58673,-100.38761,6,268.4817095286176,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,cafeteria
20.58673,-100.38761,6,268.4817095286176,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,mexican
20.58673,-100.38761,6,268.4817095286176,Los Bisquets Bisquets Obregón,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1,3.7,breakfast_brunch
20.58673,-100.38761,6,739.6434373580621,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,mexican
20.58673,-100.38761,6,739.6434373580621,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,diners
20.58673,-100.38761,6,739.6434373580621,Restaurante Los Huastecos,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2,4.0,steak
20.58673,-100.38761,6,1022.856147538661,La Mariposa,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",2,3.5,cafeteria
20.59238,-100.39527,6,261.837421373958,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,oaxacan
20.59238,-100.39527,6,261.837421373958,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,yucatan
20.59238,-100.39527,6,366.9438739918422,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,bars
20.59238,-100.39527,6,366.9438739918422,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,seafood
20.59238,-100.39527,6,366.9438739918422,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,cajun
20.59238,-100.39527,6,485.06476503778663,Di Vino,"[{'alias': 'italian', 'title': 'Italian'}]",3,4.5,italian
20.59238,-100.39527,6,284.88722661956365,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,cafeteria
20.59238,-100.39527,6,284.88722661956365,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,coffee
20.59238,-100.39527,6,194.19077184592993,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,mexican
20.59238,-100.39527,6,194.19077184592993,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,breakfast_brunch
20.59238,-100.39527,6,283.1013280168564,Las Monjas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.59238,-100.39527,6,613.452231213543,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,international
20.59238,-100.39527,6,613.452231213543,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,buffets
20.59238,-100.39527,6,613.452231213543,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,mexican
20.59238,-100.39527,6,504.41602537624834,San Miguelito,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.4,mexican
20.59238,-100.39527,6,440.3779863686589,Alioli,"[{'alias': 'spanish', 'title': 'Spanish'}]",2,4.7,spanish
20.59238,-100.39527,6,398.9036846722582,Erlum,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,4.7,gastropubs
20.59238,-100.39527,6,807.8213058373879,Chinicuil,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,4.6,mexican
20.59238,-100.39527,6,603.7133088409329,Restaurante Bar 1810,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,3.6,mexican
20.59238,-100.39527,6,427.7110054832195,Portal de Santa Rosa,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,5.0,mexican
20.59238,-100.39527,6,78.97852037455579,Trattoria da Pulcinella,"[{'alias': 'italian', 'title': 'Italian'}]",1,3.7,italian
20.59238,-100.39527,6,357.91678102178463,La Mariposa,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",2,3.5,cafeteria
20.59238,-100.39527,6,375.6461466473688,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,bars
20.59238,-100.39527,6,375.6461466473688,Comalli,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.5,mexican
20.59238,-100.39527,6,638.2069390431475,Fiume 37,"[{'alias': 'italian', 'title': 'Italian'}]",2,4.8,italian
20.59238,-100.39527,6,642.1575612850426,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,cafeteria
20.59238,-100.39527,6,642.1575612850426,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,breakfast_brunch
20.59238,-100.39527,6,642.1575612850426,Café Breton,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]",3,4.0,french
20.59238,-100.39527,6,794.4556837430335,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,oaxacan
20.59238,-100.39527,6,794.4556837430335,María y Su Bici,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,3.5,yucatan
20.59238,-100.39527,6,944.0566806242437,Tacos el Pata,"[{'alias': 'tacos', 'title': 'Tacos'}]",2,4.0,tacos
20.585969,-100.40729,0,1169.5255744139552,Las Monjas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.585969,-100.40729,0,817.7230545884861,Fogon do Brasil,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",2,3.0,brazilian
20.585969,-100.40729,0,746.9023603972033,Las Delicias,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,5.0,mexican
20.585969,-100.40729,0,314.6553228054288,Biergarten Eder,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",2,0.0,german
20.585969,-100.40729,0,314.6553228054288,Biergarten Eder,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",2,0.0,beergardens
20.585969,-100.40729,0,435.2944270981071,RenovArte Café,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,0.0,breakfast_brunch
20.585969,-100.40729,0,435.2944270981071,RenovArte Café,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,0.0,coffee
20.585969,-100.40729,0,903.279539579402,Las Brisas,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,4.0,mexican
20.585969,-100.40729,0,847.890382089093,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,tradamerican
20.585969,-100.40729,0,847.890382089093,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,beerbar
20.585969,-100.40729,0,847.890382089093,Odric's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",2,2.0,gastropubs
20.585969,-100.40729,0,975.1075314956871,Italianni's,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",2,2.5,italian
20.585969,-100.40729,0,975.1075314956871,Italianni's,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",2,2.5,wine_bars
20.585969,-100.40729,0,951.2526976938284,Chili's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",2,3.0,tradamerican
20.585969,-100.40729,0,951.2526976938284,Chili's,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",2,3.0,tex-mex
20.585969,-100.40729,0,521.9699912535389,The Italian Coffee Company,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",2,0.0,cafeteria
20.585969,-100.40729,0,637.7631157257467,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",1,1.5,sandwiches
20.585969,-100.40729,0,637.7631157257467,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",1,1.5,salad
20.585969,-100.40729,0,853.837087743402,Chila King,"[{'alias': 'mexican', 'title': 'Mexican'}]",1,3.0,mexican
20.585969,-100.40729,0,1069.4817280602917,Antojitos Tere,"[{'alias': 'foodstands', 'title': 'Food Stands'}]",1,0.0,foodstands
20.585969,-100.40729,0,929.8433726761834,Sanborns Restaurant,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",1,0.0,bars
20.585969,-100.40729,0,929.8433726761834,Sanborns Restaurant,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",1,0.0,mexican
20.59875,-100.39251,0,859.7189054116595,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,oaxacan
20.59875,-100.39251,0,859.7189054116595,Tikua Sureste,"[{'alias': 'oaxacan', 'title': 'Oaxacan'}, {'alias': 'yucatan', 'title': 'Yucatan'}]",2,4.7,yucatan
20.59875,-100.39251,0,662.2288106769499,Di Vino,"[{'alias': 'italian', 'title': 'Italian'}]",3,4.5,italian
20.59875,-100.39251,0,562.5860242640073,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,cafeteria
20.59875,-100.39251,0,562.5860242640073,La Charamusca,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1,4.8,coffee
20.59875,-100.39251,0,740.0607154562031,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,international
20.59875,-100.39251,0,740.0607154562031,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,buffets
20.59875,-100.39251,0,740.0607154562031,El Mesón De Chucho El Roto,"[{'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'mexican', 'title': 'Mexican'}]",3,3.9,mexican
20.59875,-100.39251,0,768.2813570765796,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,bars
20.59875,-100.39251,0,768.2813570765796,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,seafood
20.59875,-100.39251,0,768.2813570765796,Hank's Querétaro,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",2,4.2,cajun
20.59875,-100.39251,0,643.7630823222499,San Miguelito,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.4,mexican
20.59875,-100.39251,0,560.627996088062,Alioli,"[{'alias': 'spanish', 'title': 'Spanish'}]",2,4.7,spanish
20.59875,-100.39251,0,1007.7256747408292,Chinicuil,"[{'alias': 'mexican', 'title': 'Mexican'}]",3,4.6,mexican
20.59875,-100.39251,0,959.579388297787,Las Monjas,"[{'alias': 'mexican', 'title': 'Mexican'}]",2,4.3,mexican
20.59875,-100.39251,0,768.983178466014,Comedor De La Marquesa,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2,4.1,mexican
